IdJuego,IdUsuario,FechaAgregado
85,441,2010-11-09
28,443,2019-12-08
85,443,2003-10-29
36,443,2019-10-25
77,443,2010-11-09
77,444,2019-12-08
82,444,2003-10-29
42,444,2019-10-25
54,444,2010-11-09
8,446,2019-12-08
87,446,2019-10-25
73,446,2010-11-09
42,447,2004-03-16
81,447,2007-11-19
36,447,2003-10-29
41,447,2019-10-25
39,447,2010-11-09
84,448,2007-11-19
22,448,2019-12-08
57,448,2003-10-29
48,448,2019-10-25
53,448,2010-11-09
37,449,2004-03-16
75,449,2003-10-29
56,449,2019-10-25
42,449,2010-11-09
60,451,2019-12-08
54,451,2003-10-29
63,451,2019-10-25
39,452,2019-10-25
36,453,2019-12-08
82,453,2003-10-29
78,453,2019-10-25
4,453,2010-11-09
28,454,2019-12-08
31,454,2003-10-29
80,454,2019-10-25
21,454,2010-11-09
35,455,2004-03-16
70,455,2007-11-19
14,455,2019-12-08
13,455,2003-10-29
22,455,2019-10-25
45,455,2010-11-09
86,457,2003-10-29
13,457,2019-10-25
57,457,2010-11-09
70,458,2007-11-19
63,458,2003-10-29
32,458,2010-11-09
34,459,2007-11-19
23,459,2019-12-08
35,459,2003-10-29
55,459,2019-10-25
70,459,2010-11-09
60,460,2019-10-25
56,460,2010-11-09
53,461,2019-12-08
50,461,2019-10-25
51,461,2010-11-09
49,464,2019-12-08
2,464,2003-10-29
60,464,2019-10-25
73,464,2010-11-09
11,469,2004-03-16
68,469,2019-12-08
55,469,2003-10-29
16,469,2010-11-09
42,470,2019-10-25
13,470,2010-11-09
34,471,2007-11-19
38,471,2019-12-08
63,471,2003-10-29
20,471,2019-10-25
23,472,2019-12-08
34,472,2003-10-29
54,472,2019-10-25
26,472,2010-11-09
84,473,2019-12-08
54,473,2010-11-09
8,474,2003-10-29
81,474,2019-10-25
23,474,2010-11-09
21,476,2007-11-19
46,476,2019-12-08
87,476,2003-10-29
5,476,2019-10-25
51,476,2010-11-09
43,478,2007-11-19
22,478,2003-10-29
21,478,2019-10-25
34,478,2010-11-09
67,482,2007-11-19
57,482,2003-10-29
35,482,2019-10-25
40,482,2010-11-09
33,483,2019-12-08
23,483,2003-10-29
19,483,2019-10-25
20,484,2003-10-29
52,484,2019-10-25
25,485,2007-11-19
15,485,2003-10-29
60,485,2019-10-25
74,485,2010-11-09
12,486,2007-11-19
70,486,2019-12-08
18,486,2003-10-29
57,486,2010-11-09
13,487,2003-10-29
68,487,2019-10-25
4,487,2010-11-09
56,489,2007-11-19
12,489,2003-10-29
31,489,2019-10-25
10,489,2010-11-09
72,490,2019-12-08
57,490,2003-10-29
52,490,2019-10-25
35,490,2010-11-09
13,491,2019-12-08
83,491,2003-10-29
73,491,2019-10-25
8,491,2010-11-09
22,492,2004-03-16
71,492,2019-12-08
45,492,2003-10-29
36,492,2019-10-25
16,492,2010-11-09
57,493,2019-10-25
24,493,2010-11-09
70,495,2007-11-19
87,495,2019-12-08
43,495,2003-10-29
14,495,2019-10-25
80,496,2003-10-29
45,496,2019-10-25
76,496,2010-11-09
18,497,2007-11-19
17,497,2019-12-08
29,497,2019-10-25
48,497,2010-11-09
67,498,2007-11-19
60,498,2019-12-08
13,498,2003-10-29
45,498,2019-10-25
39,498,2010-11-09
31,499,2003-10-29
69,499,2019-10-25
20,500,2019-12-08
5,500,2003-10-29
52,500,2019-10-25
45,500,2010-11-09
69,501,2007-11-19
43,501,2019-12-08
81,501,2003-10-29
65,501,2019-10-25
55,501,2010-11-09
34,503,2019-10-25
9,503,2010-11-09
15,504,2003-10-29
63,504,2019-10-25
55,504,2010-11-09
12,505,2003-10-29
8,505,2019-10-25
28,505,2010-11-09
28,506,2019-12-08
52,506,2019-10-25
65,506,2010-11-09
10,507,2007-11-19
17,507,2019-12-08
70,507,2003-10-29
41,507,2010-11-09
63,508,2019-12-08
15,508,2003-10-29
46,508,2019-10-25
32,508,2010-11-09
16,509,2019-12-08
59,509,2003-10-29
64,509,2019-10-25
65,509,2010-11-09
7,512,2019-12-08
40,512,2003-10-29
71,512,2019-10-25
50,512,2010-11-09
81,513,2007-11-19
9,513,2003-10-29
29,513,2010-11-09
23,515,2003-10-29
30,515,2019-10-25
18,515,2010-11-09
80,516,2019-12-08
46,516,2003-10-29
63,516,2019-10-25
40,516,2010-11-09
83,518,2004-03-16
13,518,2007-11-19
48,518,2003-10-29
56,518,2019-10-25
75,518,2010-11-09
73,519,2007-11-19
5,519,2019-12-08
11,519,2003-10-29
22,519,2019-10-25
16,519,2010-11-09
74,520,2019-12-08
68,520,2003-10-29
15,520,2019-10-25
44,520,2010-11-09
3,521,2019-12-08
31,521,2003-10-29
14,521,2019-10-25
75,521,2010-11-09
9,522,2007-11-19
41,522,2019-12-08
57,522,2019-10-25
4,522,2010-11-09
33,523,2019-12-08
11,523,2003-10-29
80,523,2010-11-09
10,524,2019-12-08
56,524,2003-10-29
23,524,2019-10-25
34,524,2010-11-09
66,525,2019-12-08
25,525,2019-10-25
43,525,2010-11-09
8,526,2007-11-19
54,526,2019-12-08
69,526,2003-10-29
82,526,2019-10-25
81,526,2010-11-09
34,528,2010-11-09
21,529,2004-03-16
84,529,2019-12-08
19,529,2003-10-29
36,529,2019-10-25
14,529,2010-11-09
12,530,2019-12-08
8,530,2019-10-25
72,530,2010-11-09
2,531,2003-10-29
7,531,2019-10-25
58,531,2010-11-09
21,533,2004-03-16
5,533,2019-12-08
40,533,2003-10-29
3,533,2019-10-25
25,533,2010-11-09
19,534,2003-10-29
35,535,2019-12-08
59,535,2019-10-25
3,535,2010-11-09
4,536,2007-11-19
22,536,2019-12-08
47,536,2019-10-25
18,536,2010-11-09
47,537,2003-10-29
54,537,2019-10-25
65,537,2010-11-09
30,538,2019-12-08
26,538,2019-10-25
58,540,2007-11-19
9,540,2019-12-08
44,540,2003-10-29
78,540,2019-10-25
3,540,2010-11-09
9,541,2019-10-25
33,541,2010-11-09
32,542,2019-12-08
21,542,2019-10-25
69,542,2010-11-09
52,543,2003-10-29
29,543,2010-11-09
65,545,2003-10-29
13,545,2019-10-25
54,547,2007-11-19
85,547,2003-10-29
63,547,2019-10-25
41,547,2010-11-09
78,548,2019-10-25
34,548,2010-11-09
35,549,2019-09-10
59,549,2007-11-19
16,549,2019-12-08
11,549,2003-10-29
83,549,2019-10-25
55,549,2010-11-09
47,550,2003-10-29
37,550,2019-10-25
58,550,2010-11-09
82,552,2003-10-29
45,552,2019-10-25
34,552,2010-11-09
32,553,2003-10-29
48,553,2019-10-25
68,553,2010-11-09
26,554,2019-12-08
70,554,2003-10-29
40,554,2010-11-09
30,555,2019-10-25
2,555,2010-11-09
37,556,2004-03-16
2,556,2003-10-29
81,556,2019-10-25
32,556,2010-11-09
28,557,2019-12-08
21,557,2019-10-25
63,557,2010-11-09
66,558,2019-12-08
56,558,2019-10-25
44,558,2010-11-09
48,560,2007-11-19
72,560,2019-12-08
80,560,2003-10-29
70,560,2019-10-25
49,560,2010-11-09
25,563,2007-11-19
52,563,2019-12-08
54,563,2003-10-29
17,563,2019-10-25
57,564,2010-11-09
27,565,2007-11-19
33,565,2003-10-29
80,565,2010-11-09
37,566,2007-11-19
32,566,2019-12-08
76,566,2019-10-25
81,566,2010-11-09
7,567,2007-11-19
10,567,2019-12-08
69,567,2003-10-29
17,567,2019-10-25
41,567,2010-11-09
16,568,2007-11-19
19,568,2019-12-08
17,568,2003-10-29
71,568,2010-11-09
45,569,2019-10-25
54,569,2010-11-09
79,570,2010-11-09
25,571,2019-12-08
21,571,2003-10-29
33,571,2019-10-25
32,571,2010-11-09
34,572,2019-12-08
74,572,2003-10-29
13,572,2019-10-25
29,572,2010-11-09
30,573,2003-10-29
54,573,2019-10-25
6,573,2010-11-09
9,576,2003-10-29
30,576,2010-11-09
21,577,2019-12-08
31,577,2003-10-29
34,577,2019-10-25
77,579,2003-10-29
70,579,2019-10-25
58,579,2010-11-09
8,580,2019-12-08
3,580,2003-10-29
61,580,2019-10-25
71,580,2010-11-09
78,581,2019-12-08
15,581,2003-10-29
70,581,2019-10-25
86,581,2010-11-09
20,582,2019-12-08
45,582,2019-10-25
54,582,2010-11-09
53,583,2004-03-16
49,583,2007-11-19
39,583,2019-12-08
22,583,2003-10-29
17,583,2019-10-25
67,583,2010-11-09
43,585,2007-11-19
45,585,2019-12-08
63,585,2003-10-29
41,585,2019-10-25
53,586,2007-11-19
51,586,2019-12-08
65,586,2003-10-29
15,586,2010-11-09
33,587,2007-11-19
57,587,2019-12-08
55,587,2003-10-29
48,587,2019-10-25
66,587,2010-11-09
74,588,2019-12-08
25,588,2003-10-29
69,588,2019-10-25
63,588,2010-11-09
28,589,2003-10-29
87,589,2019-10-25
37,589,2010-11-09
60,590,2019-12-08
44,590,2019-10-25
33,590,2010-11-09
46,593,2007-11-19
14,593,2019-12-08
51,593,2003-10-29
59,593,2019-10-25
41,593,2010-11-09
35,595,2003-10-29
38,595,2019-10-25
67,595,2010-11-09
22,596,2003-10-29
84,596,2019-10-25
72,596,2010-11-09
34,598,2019-12-08
77,598,2003-10-29
84,598,2019-10-25
47,599,2004-03-16
82,599,2019-12-08
45,599,2003-10-29
24,599,2010-11-09
81,600,2019-12-08
38,600,2003-10-29
25,600,2019-10-25
15,600,2010-11-09
37,602,2003-10-29
16,602,2019-10-25
14,602,2010-11-09
29,603,2003-10-29
23,603,2019-10-25
47,603,2010-11-09
71,604,2007-11-19
40,604,2003-10-29
13,604,2019-10-25
31,604,2010-11-09
65,605,2010-11-09
2,606,2010-11-09
19,609,2019-12-08
82,609,2019-10-25
18,609,2010-11-09
9,610,2004-03-16
86,610,2019-12-08
3,610,2003-10-29
26,610,2019-10-25
66,610,2010-11-09
9,611,2007-11-19
59,611,2019-12-08
79,611,2003-10-29
81,611,2019-10-25
29,611,2010-11-09
26,613,2019-10-25
67,613,2010-11-09
14,614,2007-11-19
13,614,2019-12-08
22,614,2003-10-29
24,614,2019-10-25
53,614,2010-11-09
58,616,2019-12-08
24,616,2003-10-29
44,616,2019-10-25
82,618,2019-12-08
33,618,2003-10-29
54,618,2019-10-25
43,618,2010-11-09
73,619,2003-10-29
58,619,2010-11-09
54,620,2007-11-19
29,620,2019-12-08
57,620,2003-10-29
30,620,2019-10-25
6,620,2010-11-09
68,621,2003-10-29
82,621,2019-10-25
82,622,2019-12-08
35,622,2003-10-29
5,622,2019-10-25
83,622,2010-11-09
43,623,2004-03-16
34,623,2019-12-08
62,623,2003-10-29
47,623,2019-10-25
7,624,2019-12-08
39,624,2003-10-29
35,624,2019-10-25
13,624,2010-11-09
61,626,2007-11-19
59,626,2019-12-08
81,626,2019-10-25
28,626,2010-11-09
74,628,2019-12-08
41,628,2003-10-29
26,628,2019-10-25
31,628,2010-11-09
18,629,2007-11-19
3,629,2019-12-08
7,629,2003-10-29
45,629,2010-11-09
40,630,2019-10-25
41,634,2007-11-19
69,634,2019-12-08
3,634,2003-10-29
60,634,2019-10-25
80,634,2010-11-09
14,635,2004-03-16
9,635,2019-12-08
18,635,2003-10-29
44,635,2019-10-25
26,635,2010-11-09
48,636,2004-03-16
33,636,2007-11-19
86,636,2019-10-25
57,636,2010-11-09
69,637,2019-09-10
86,637,2007-11-19
5,637,2019-12-08
61,637,2003-10-29
41,637,2019-10-25
11,637,2010-11-09
28,638,2007-11-19
49,638,2019-12-08
17,638,2003-10-29
26,638,2019-10-25
36,638,2010-11-09
85,640,2003-10-29
41,640,2019-10-25
29,642,2007-11-19
44,642,2019-12-08
32,642,2003-10-29
83,642,2019-10-25
67,644,2004-03-16
72,644,2003-10-29
20,644,2019-10-25
29,644,2010-11-09
81,645,2007-11-19
62,645,2019-12-08
2,645,2019-10-25
44,645,2010-11-09
22,646,2019-12-08
15,646,2003-10-29
10,646,2019-10-25
68,646,2010-11-09
67,647,2007-11-19
16,647,2019-12-08
40,647,2003-10-29
57,647,2019-10-25
55,647,2010-11-09
39,651,2004-03-16
51,651,2007-11-19
25,651,2019-12-08
59,651,2003-10-29
9,651,2019-10-25
19,651,2010-11-09
21,652,2004-03-16
27,652,2007-11-19
4,652,2019-12-08
46,652,2003-10-29
17,652,2019-10-25
14,652,2010-11-09
25,655,2003-10-29
79,655,2019-10-25
17,655,2010-11-09
79,656,2004-03-16
36,656,2003-10-29
39,656,2019-10-25
83,656,2010-11-09
46,657,2019-10-25
84,657,2010-11-09
83,659,2007-11-19
37,659,2003-10-29
48,659,2019-10-25
60,660,2019-10-25
70,660,2010-11-09
63,661,2019-12-08
86,661,2003-10-29
69,661,2019-10-25
52,661,2010-11-09
37,662,2007-11-19
52,662,2019-12-08
42,662,2003-10-29
78,662,2019-10-25
27,662,2010-11-09
26,663,2007-11-19
24,663,2019-12-08
27,663,2003-10-29
19,663,2019-10-25
12,663,2010-11-09
74,664,2010-11-09
13,665,2004-03-16
73,665,2007-11-19
22,665,2019-12-08
65,665,2003-10-29
2,665,2019-10-25
76,665,2010-11-09
82,666,2004-03-16
34,666,2019-12-08
23,666,2003-10-29
59,666,2019-10-25
37,666,2010-11-09
22,667,2019-12-08
37,667,2019-10-25
17,667,2010-11-09
27,668,2003-10-29
54,670,2019-12-08
10,670,2003-10-29
2,670,2010-11-09
4,671,2019-12-08
7,671,2010-11-09
55,672,2019-12-08
4,672,2019-10-25
14,672,2010-11-09
74,673,2007-11-19
67,673,2019-12-08
86,673,2003-10-29
82,673,2019-10-25
54,674,2019-12-08
33,674,2019-10-25
83,674,2010-11-09
67,675,2019-12-08
43,675,2019-10-25
74,675,2010-11-09
17,676,2019-12-08
19,676,2003-10-29
50,676,2019-10-25
8,676,2010-11-09
9,677,2007-11-19
86,677,2019-12-08
78,677,2003-10-29
36,677,2010-11-09
35,678,2019-12-08
19,678,2003-10-29
45,678,2010-11-09
22,679,2019-12-08
85,679,2003-10-29
18,679,2019-10-25
41,679,2010-11-09
16,680,2019-12-08
28,680,2003-10-29
31,680,2010-11-09
44,681,2004-03-16
67,681,2007-11-19
55,681,2003-10-29
28,681,2019-10-25
27,681,2010-11-09
16,683,2019-12-08
78,683,2003-10-29
53,683,2019-10-25
9,683,2010-11-09
36,685,2019-12-08
45,685,2019-10-25
14,685,2010-11-09
48,687,2019-12-08
63,687,2019-10-25
73,687,2010-11-09
79,688,2010-11-09
57,689,2004-03-16
11,689,2007-11-19
15,689,2019-12-08
37,689,2003-10-29
48,689,2019-10-25
3,689,2010-11-09
32,690,2003-10-29
77,690,2019-10-25
27,690,2010-11-09
45,692,2010-11-09
27,693,2007-11-19
54,693,2019-12-08
53,693,2003-10-29
72,693,2019-10-25
67,693,2010-11-09
52,695,2003-10-29
41,695,2019-10-25
77,695,2010-11-09
3,697,2007-11-19
60,697,2019-12-08
52,697,2003-10-29
38,697,2019-10-25
76,697,2010-11-09
60,698,2003-10-29
71,698,2019-10-25
57,698,2010-11-09
54,699,2019-12-08
67,699,2003-10-29
81,699,2010-11-09
41,700,2007-11-19
7,700,2019-12-08
10,700,2003-10-29
26,700,2019-10-25
69,700,2010-11-09
57,701,2019-12-08
48,701,2019-10-25
66,701,2010-11-09
87,702,2019-12-08
54,702,2019-10-25
69,702,2010-11-09
38,703,2019-12-08
26,703,2003-10-29
81,703,2019-10-25
71,703,2010-11-09
86,705,2019-12-08
71,705,2003-10-29
64,705,2019-10-25
42,705,2010-11-09
46,706,2003-10-29
2,706,2019-10-25
15,706,2010-11-09
46,707,2019-12-08
59,707,2019-10-25
77,707,2010-11-09
30,708,2007-11-19
69,708,2019-12-08
53,708,2003-10-29
78,708,2019-10-25
9,709,2007-11-19
74,709,2003-10-29
10,709,2019-10-25
18,709,2010-11-09
80,710,2003-10-29
81,710,2019-10-25
87,710,2010-11-09
46,711,2019-10-25
54,711,2010-11-09
22,712,2019-10-25
29,715,2019-12-08
27,715,2003-10-29
81,715,2019-10-25
6,715,2010-11-09
28,717,2007-11-19
67,717,2019-12-08
22,717,2003-10-29
34,717,2010-11-09
36,718,2019-10-25
53,719,2004-03-16
65,719,2019-12-08
68,719,2003-10-29
81,719,2019-10-25
11,719,2010-11-09
6,720,2019-12-08
87,720,2003-10-29
43,720,2019-10-25
26,720,2010-11-09
12,721,2007-11-19
3,721,2019-12-08
49,721,2003-10-29
56,721,2019-10-25
10,721,2010-11-09
72,722,2007-11-19
51,722,2019-12-08
44,722,2003-10-29
49,722,2019-10-25
36,722,2010-11-09
61,723,2007-11-19
65,723,2019-12-08
66,723,2003-10-29
52,723,2010-11-09
34,726,2003-10-29
24,726,2019-10-25
41,726,2010-11-09
58,727,2007-11-19
49,727,2019-12-08
81,727,2003-10-29
36,727,2019-10-25
10,727,2010-11-09
67,728,2007-11-19
82,728,2019-10-25
47,728,2010-11-09
82,731,2003-10-29
33,731,2019-10-25
58,731,2010-11-09
60,732,2003-10-29
84,732,2019-10-25
6,732,2010-11-09
30,733,2019-12-08
63,733,2003-10-29
12,733,2019-10-25
82,733,2010-11-09
41,734,2003-10-29
32,734,2010-11-09
31,735,2019-12-08
54,735,2003-10-29
73,736,2004-03-16
71,736,2007-11-19
82,736,2019-12-08
35,736,2003-10-29
50,736,2019-10-25
87,736,2010-11-09
52,737,2019-12-08
20,737,2003-10-29
65,737,2019-10-25
47,737,2010-11-09
64,740,2004-03-16
18,740,2003-10-29
12,740,2010-11-09
15,741,2003-10-29
30,741,2019-10-25
2,741,2010-11-09
58,742,2007-11-19
11,742,2019-12-08
14,742,2003-10-29
29,742,2019-10-25
30,742,2010-11-09
62,743,2019-12-08
21,743,2019-10-25
18,743,2010-11-09
62,744,2019-10-25
18,744,2010-11-09
49,745,2019-12-08
53,745,2019-10-25
62,745,2010-11-09
65,746,2019-12-08
15,746,2019-10-25
66,746,2010-11-09
61,747,2019-12-08
37,747,2003-10-29
83,747,2019-10-25
31,747,2010-11-09
81,748,2007-11-19
12,748,2019-12-08
42,748,2003-10-29
4,748,2019-10-25
31,748,2010-11-09
9,749,2003-10-29
35,749,2010-11-09
84,751,2007-11-19
41,751,2019-12-08
83,751,2003-10-29
77,751,2019-10-25
17,751,2010-11-09
26,752,2004-03-16
44,752,2003-10-29
35,752,2019-10-25
38,752,2010-11-09
55,753,2003-10-29
72,753,2019-10-25
26,753,2010-11-09
58,755,2019-12-08
67,755,2003-10-29
17,755,2019-10-25
29,755,2010-11-09
83,756,2003-10-29
38,756,2019-10-25
39,756,2010-11-09
38,757,2004-03-16
82,757,2007-11-19
43,757,2019-12-08
32,757,2003-10-29
36,757,2019-10-25
35,757,2010-11-09
14,759,2019-10-25
65,759,2010-11-09
83,760,2010-11-09
73,761,2007-11-19
55,761,2019-12-08
21,761,2003-10-29
19,761,2019-10-25
28,761,2010-11-09
6,762,2010-11-09
5,763,2003-10-29
30,763,2019-10-25
2,764,2019-12-08
51,764,2003-10-29
83,764,2019-10-25
82,764,2010-11-09
6,765,2003-10-29
49,765,2019-10-25
87,765,2010-11-09
31,766,2003-10-29
56,766,2010-11-09
13,769,2007-11-19
67,769,2019-12-08
10,769,2019-10-25
73,769,2010-11-09
72,770,2003-10-29
18,770,2019-10-25
38,771,2007-11-19
64,771,2019-12-08
80,771,2003-10-29
55,771,2019-10-25
36,771,2010-11-09
6,772,2007-11-19
81,772,2019-12-08
54,772,2003-10-29
60,772,2019-10-25
25,772,2010-11-09
16,773,2004-03-16
57,773,2007-11-19
14,773,2019-12-08
11,773,2003-10-29
27,773,2019-10-25
87,773,2010-11-09
81,774,2019-12-08
23,774,2003-10-29
87,774,2019-10-25
79,775,2003-10-29
59,775,2010-11-09
34,776,2003-10-29
26,776,2019-10-25
28,776,2010-11-09
37,777,2007-11-19
76,777,2019-12-08
30,777,2003-10-29
18,777,2010-11-09
71,778,2019-12-08
36,778,2003-10-29
52,778,2010-11-09
53,780,2019-12-08
67,780,2003-10-29
29,780,2019-10-25
68,780,2010-11-09
26,783,2007-11-19
15,783,2019-12-08
27,783,2003-10-29
53,783,2019-10-25
43,784,2019-12-08
34,784,2010-11-09
48,785,2003-10-29
81,785,2019-10-25
44,787,2019-12-08
37,787,2003-10-29
33,787,2019-10-25
80,787,2010-11-09
86,788,2007-11-19
78,788,2019-12-08
11,788,2003-10-29
16,788,2019-10-25
10,788,2010-11-09
53,790,2007-11-19
4,790,2019-12-08
46,790,2003-10-29
37,790,2019-10-25
85,790,2010-11-09
53,791,2007-11-19
44,791,2019-12-08
37,791,2003-10-29
39,791,2010-11-09
21,793,2004-03-16
48,793,2019-12-08
32,793,2003-10-29
18,793,2019-10-25
11,793,2010-11-09
27,794,2007-11-19
61,794,2019-12-08
3,794,2019-10-25
9,794,2010-11-09
42,795,2007-11-19
8,795,2019-12-08
44,795,2003-10-29
18,795,2019-10-25
45,795,2010-11-09
32,797,2019-10-25
11,797,2010-11-09
3,801,2019-12-08
44,801,2019-10-25
26,802,2004-03-16
35,802,2019-12-08
43,802,2003-10-29
57,802,2019-10-25
77,802,2010-11-09
47,803,2019-12-08
66,803,2003-10-29
19,803,2019-10-25
29,803,2010-11-09
48,804,2003-10-29
79,804,2019-10-25
36,804,2010-11-09
64,805,2019-12-08
35,805,2003-10-29
37,805,2019-10-25
28,805,2010-11-09
30,806,2019-12-08
69,806,2003-10-29
11,806,2019-10-25
50,806,2010-11-09
47,808,2019-12-08
59,808,2003-10-29
87,808,2019-10-25
46,808,2010-11-09
78,809,2007-11-19
19,809,2019-12-08
59,809,2003-10-29
2,809,2019-10-25
56,809,2010-11-09
10,810,2004-03-16
2,810,2019-12-08
13,810,2003-10-29
33,810,2019-10-25
57,810,2010-11-09
68,811,2003-10-29
69,811,2019-10-25
15,811,2010-11-09
44,812,2007-11-19
17,812,2003-10-29
5,812,2019-10-25
36,812,2010-11-09
78,813,2019-12-08
83,813,2003-10-29
47,813,2019-10-25
28,813,2010-11-09
61,814,2010-11-09
82,816,2004-03-16
63,816,2007-11-19
80,816,2003-10-29
46,816,2019-10-25
33,817,2019-12-08
87,817,2003-10-29
27,817,2019-10-25
25,817,2010-11-09
44,818,2019-10-25
56,818,2010-11-09
40,819,2019-12-08
70,819,2003-10-29
82,819,2010-11-09
23,820,2019-12-08
55,820,2003-10-29
65,820,2019-10-25
21,820,2010-11-09
25,821,2019-12-08
20,821,2003-10-29
41,821,2019-10-25
19,821,2010-11-09
15,825,2003-10-29
37,825,2019-10-25
87,825,2010-11-09
53,826,2010-11-09
46,828,2019-10-25
83,828,2010-11-09
3,829,2019-12-08
49,829,2003-10-29
35,829,2019-10-25
55,829,2010-11-09
79,830,2019-12-08
22,830,2003-10-29
52,830,2019-10-25
54,831,2019-10-25
10,831,2010-11-09
22,832,2019-12-08
40,832,2019-10-25
47,832,2010-11-09
65,833,2003-10-29
68,833,2019-10-25
33,833,2010-11-09
84,834,2004-03-16
47,834,2007-11-19
28,834,2019-12-08
6,834,2003-10-29
80,834,2019-10-25
8,834,2010-11-09
29,835,2004-03-16
85,835,2019-12-08
4,835,2003-10-29
79,835,2019-10-25
63,835,2010-11-09
65,836,2019-10-25
72,837,2007-11-19
67,837,2019-12-08
66,837,2003-10-29
47,837,2019-10-25
58,837,2010-11-09
69,838,2007-11-19
10,838,2019-12-08
46,838,2003-10-29
64,838,2019-10-25
30,838,2010-11-09
21,839,2019-12-08
47,839,2019-10-25
36,839,2010-11-09
3,840,2019-10-25
59,840,2010-11-09
41,841,2007-11-19
67,841,2019-12-08
39,841,2019-10-25
49,841,2010-11-09
58,842,2007-11-19
42,842,2019-12-08
50,842,2003-10-29
68,842,2010-11-09
15,843,2007-11-19
34,843,2019-12-08
69,843,2003-10-29
69,845,2003-10-29
42,845,2019-10-25
82,845,2010-11-09
33,847,2019-10-25
27,847,2010-11-09
18,848,2004-03-16
3,848,2007-11-19
79,848,2003-10-29
64,848,2010-11-09
3,849,2019-12-08
50,849,2003-10-29
20,849,2019-10-25
63,849,2010-11-09
63,850,2019-12-08
86,850,2003-10-29
3,850,2019-10-25
61,850,2010-11-09
62,851,2003-10-29
58,851,2010-11-09
60,852,2019-12-08
42,852,2003-10-29
58,852,2019-10-25
10,852,2010-11-09
69,853,2004-03-16
16,853,2019-12-08
32,853,2003-10-29
71,853,2019-10-25
51,853,2010-11-09
12,855,2019-12-08
16,855,2003-10-29
69,855,2019-10-25
14,855,2010-11-09
47,856,2003-10-29
59,856,2010-11-09
10,858,2019-12-08
62,858,2019-10-25
36,858,2010-11-09
41,859,2007-11-19
80,859,2019-12-08
54,859,2003-10-29
74,859,2010-11-09
49,860,2019-12-08
16,860,2003-10-29
78,860,2019-10-25
79,860,2010-11-09
18,861,2004-03-16
54,861,2007-11-19
22,861,2019-12-08
46,861,2019-10-25
82,861,2010-11-09
25,862,2019-12-08
3,862,2003-10-29
26,862,2019-10-25
51,863,2003-10-29
67,863,2019-10-25
37,863,2010-11-09
62,864,2007-11-19
26,864,2019-12-08
55,864,2003-10-29
15,864,2019-10-25
12,864,2010-11-09
37,865,2019-12-08
45,865,2003-10-29
65,865,2019-10-25
48,865,2010-11-09
16,866,2004-03-16
82,866,2007-11-19
55,866,2003-10-29
83,866,2019-10-25
28,866,2010-11-09
67,867,2007-11-19
14,867,2019-10-25
27,867,2010-11-09
44,868,2019-12-08
16,868,2003-10-29
9,868,2019-10-25
12,870,2019-12-08
52,870,2003-10-29
32,870,2019-10-25
11,870,2010-11-09
44,871,2019-12-08
86,871,2019-10-25
73,871,2010-11-09
83,872,2019-12-08
48,872,2003-10-29
66,872,2019-10-25
79,872,2010-11-09
79,874,2019-10-25
54,875,2019-10-25
45,875,2010-11-09
68,876,2019-12-08
55,876,2019-10-25
77,876,2010-11-09
49,877,2003-10-29
12,877,2019-10-25
57,877,2010-11-09
82,879,2004-03-16
3,879,2007-11-19
52,879,2019-12-08
83,879,2003-10-29
60,879,2019-10-25
65,879,2010-11-09
81,880,2007-11-19
28,880,2019-12-08
25,880,2003-10-29
54,880,2019-10-25
49,881,2019-10-25
51,881,2010-11-09
86,882,2019-12-08
76,882,2003-10-29
61,882,2019-10-25
83,882,2010-11-09
71,883,2007-11-19
8,883,2019-12-08
82,883,2003-10-29
10,883,2019-10-25
64,883,2010-11-09
58,884,2019-12-08
39,884,2003-10-29
60,884,2019-10-25
28,884,2010-11-09
54,885,2003-10-29
80,885,2019-10-25
65,885,2010-11-09
85,887,2019-12-08
24,887,2003-10-29
54,887,2019-10-25
22,887,2010-11-09
43,888,2003-10-29
75,888,2019-10-25
33,888,2010-11-09
60,889,2019-12-08
4,889,2003-10-29
17,889,2019-10-25
53,889,2010-11-09
31,890,2003-10-29
44,890,2019-10-25
83,890,2010-11-09
70,892,2019-10-25
87,892,2010-11-09
15,895,2019-12-08
31,895,2003-10-29
29,895,2019-10-25
28,895,2010-11-09
75,896,2019-10-25
7,896,2010-11-09
56,897,2019-12-08
35,897,2003-10-29
48,897,2019-10-25
34,897,2010-11-09
69,898,2019-12-08
62,898,2003-10-29
47,898,2010-11-09
28,899,2019-12-08
66,899,2003-10-29
80,899,2019-10-25
72,899,2010-11-09
64,900,2019-10-25
17,900,2010-11-09
41,902,2019-12-08
28,902,2003-10-29
31,902,2019-10-25
30,902,2010-11-09
65,903,2019-12-08
24,903,2019-10-25
47,903,2010-11-09
82,904,2019-10-25
27,905,2010-11-09
42,906,2007-11-19
9,906,2003-10-29
11,906,2010-11-09
12,908,2019-10-25
11,908,2010-11-09
77,909,2007-11-19
86,909,2019-12-08
55,909,2019-10-25
72,909,2010-11-09
17,910,2010-11-09
30,913,2019-12-08
80,913,2003-10-29
13,913,2019-10-25
49,913,2010-11-09
12,914,2019-12-08
41,914,2003-10-29
38,914,2019-10-25
80,914,2010-11-09
60,915,2019-12-08
32,915,2003-10-29
2,915,2019-10-25
49,915,2010-11-09
66,916,2007-11-19
35,916,2019-10-25
47,916,2010-11-09
46,917,2019-10-25
72,917,2010-11-09
